name,asn,peeringdb,manrs,noc,rpki,IRR,traffic_ratio,traffic_volume,pni_volume,routing_practice,no_customer,no_customer_of_customer,min_transit_customer_req,consistent_routes,paid_peering,info_type,policy_general,fac_count,info_ratio,policy_ratio,info_scope,ix_count,never_via_rs,info_traffic,policy_contracts,info_prefixes6,info_prefixes4
ScherrerNet Informática AS262685,AS262685,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Regional,1,0,4,not-required,5,30
iWay AG AS8758,AS8758,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,Mostly Inbound,0,Europe,4,0,9,not-required,100,200
Alex Delporte AS213045,AS213045,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,9,Balanced,0,Europe,6,0,1,not-required,100,20
Atlantic Metro AS29838,AS29838,1,0,0,0,1,1.0,,,,1,0,-,1,0,NSP,open,50,Mostly Outbound,0,Global,17,0,7,not-required,600,10000
"Misaka Network, Inc. (EMEA) AS35487",AS35487,1,0,0,0,1,1.0,,,,0,0,-,0,0,,selective,9,Mostly Outbound,0,Regional,0,0,3,not-required,300,100
Packetsurge AS22147,AS22147,1,0,1,0,0,1.0,,,,1,0,-,1,0,NSP,restrictive,13,Mostly Inbound,0,Regional,1,0,18,not-required,1,15
Virtual Technologies & Solutions AS37721,AS37721,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,17,Balanced,0,Global,38,0,8,private-only,500,1000
DGNETTelecom AS268126,AS268126,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,South America,1,0,7,not-required,3,7
Mohammad Raska AS215223,AS215223,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Asia Pacific,1,0,1,not-required,10,10
"Misaka Network, Inc. (Office) AS969",AS969,1,0,0,0,1,1.0,,,,0,0,-,0,0,Enterprise,open,0,Mostly Inbound,0,,0,0,3,not-required,20,10
Moulticast AS213376,AS213376,1,0,1,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,0,Balanced,0,Europe,3,0,1,not-required,10,0
GIGANET SOLUCOES E TECNOLOGIA AS268779,AS268779,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Balanced,0,South America,1,0,4,not-required,3,7
Telekomunikasi Network Nusantara AS150550,AS150550,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,,0,Asia Pacific,0,0,2,not-required,65536,512
JYANG Net AS48987,AS48987,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Global,2,0,2,not-required,1000,20
Wavex Internet Service Provider LTD AS328977,AS328977,0,1,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,,0,Africa,3,0,6,not-required,200,50
VANCIS AS1126,AS1126,0,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,Mostly Outbound,0,Regional,3,0,4,not-required,1,10
Atharva - AS47311 AS47311,AS47311,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,2,Balanced,0,Global,5,0,5,not-required,50,50
Disney Streaming Edge AS23344,AS23344,0,0,0,0,0,1.0,,20.0,,0,0,-,0,0,Content,open,11,Heavy Outbound,0,Regional,12,0,18,not-required,2,2
Nato Internet Service AS46997,AS46997,1,0,0,1,0,1.0,,,,0,0,6,0,0,,open,4,,0,,9,0,18,not-required,500,200
PENGUIN AS53727,AS53727,1,0,1,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Heavy Inbound,0,Global,2,0,2,not-required,100,10
NETDIGITAL TELECOMUNICACOES AS262995,AS262995,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Heavy Inbound,0,Regional,2,0,6,not-required,3024,3024
roberto da silva pessoa AS267282,AS267282,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Outbound,0,South America,1,0,3,not-required,7,7
BendTel AS27008,AS27008,0,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Balanced,0,North America,3,0,3,not-required,40,100
Androw AS212519,AS212519,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Europe,5,0,0,not-required,2,0
VIAON INTERNET AS267012,AS267012,1,0,1,1,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,,0,Mostly Inbound,0,Regional,0,0,6,not-required,10,10
xTom Fremont Legacy AS62805,AS62805,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,0,Balanced,0,Global,0,0,8,not-required,256,256
Colocation Ltd AS44355,AS44355,1,0,1,0,1,1.0,,,,0,0,-,0,0,Network Services,open,2,,0,Europe,0,0,4,not-required,5,5
Mike Marchal AS211398 AS211398,AS211398,0,0,1,1,1,1.0,,,,0,0,-,0,0,Network Services,selective,4,Balanced,0,Europe,5,0,1,not-required,125,22
Individual Network Berlin e.V. AS29670,AS29670,1,0,0,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,5,Balanced,0,Europe,9,0,6,not-required,100,100
Orange Business Services Southern Cone AS6505,AS6505,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,0,Balanced,0,Regional,3,0,6,not-required,100,400
Atharva - AS150249 AS150249,AS150249,1,0,0,0,1,1.0,,,,0,0,-,0,0,Content,open,2,Heavy Outbound,0,Asia Pacific,4,0,6,not-required,300,300
Evalse AS40916,AS40916,1,0,0,1,1,1.0,,,,0,0,-,0,0,,selective,3,,0,North America,3,0,18,not-required,50,5
8ROUTE AS34428,AS34428,0,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,6,Balanced,0,Europe,8,0,5,not-required,30,100
TKRZ Stadtwerke AS42184,AS42184,1,0,1,1,1,1.0,,10.0,,0,0,-,0,0,NSP,open,8,Balanced,0,Europe,7,0,6,not-required,50,100
M Alhuda AS44817,AS44817,1,0,1,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,4,Balanced,0,Global,3,0,16,not-required,16,4
Orange Business Services Central Europe AS10282,AS10282,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,selective,1,,0,,1,0,9,not-required,100,400
GOLINE AS202032,AS202032,0,1,0,0,0,1.0,1.0,,,0,0,-,0,0,Cable/DSL/ISP,open,5,Balanced,0,Europe,3,0,4,not-required,10,10
Java Kreasindo Bersama AS149365,AS149365,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,1,Mostly Inbound,0,Asia Pacific,3,0,7,not-required,1000,1000
Liberty Global ASPA testing AS24643,AS24643,0,0,1,0,1,,,,,0,0,-,0,0,Educational/Research,,0,,0,,0,0,18,not-required,0,0
AARNet AS7575,AS7575,0,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,selective,12,Balanced,0,Asia Pacific,32,0,8,not-required,200,1000
BIXNET SERVICOS DE REDES DE COMUNICACAO VIRTUAL AS266169,AS266169,0,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,,0,,1,0,18,not-required,24,24
Lintas Data Prima AS45305,AS45305,1,0,0,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,6,Mostly Inbound,1,Asia Pacific,11,0,6,required,200,40
ITANET PONTO COM LTDA AS266055,AS266055,1,0,1,0,1,1.0,,,,0,0,-,0,0,,open,0,Mostly Inbound,0,Regional,0,0,4,not-required,10,30
Berik Ashimov AS215953,AS215953,1,0,1,1,1,1.0,,,,0,0,-,0,0,Non-Profit,open,0,,0,Global,3,0,18,not-required,2,0
VLBGIT Friesenecker e.U. AS47251,AS47251,1,1,1,1,1,1.0,,,,0,0,48362,0,0,Enterprise,open,1,Balanced,0,Regional,1,0,2,not-required,10,10
Equation AS41090,AS41090,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,5,Balanced,0,Regional,5,0,3,not-required,10,100
Sokom S.r.l. AS57507,AS57507,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,1,Balanced,0,Europe,2,0,3,not-required,2,4
Antares Bintang Cemerlang AS149962,AS149962,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,1,Asia Pacific,0,0,3,required,1,100
Lintas Jaringan Nusantara AS58821,AS58821,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,10,Mostly Inbound,0,Asia Pacific,6,0,7,not-required,100,100
PCH AS42 AS42,AS42,0,0,1,0,0,1.0,10.0,,,0,0,-,1,0,Educational/Research,open,53,Balanced,0,Global,281,0,3,not-required,600,600
ZET.NET AS6204,AS6204,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,44,Balanced,0,Global,18,0,14,not-required,500,1000
"Limited Responsibility Society ""KomProektServis"" AS51276",AS51276,0,0,1,0,0,1.0,,,,0,0,-,0,0,Content,open,0,Heavy Outbound,0,Global,1,0,8,not-required,0,2
Flooyd Telecom AS198057,AS198057,1,0,0,0,0,1.0,,,,0,0,-,0,0,Enterprise,open,1,Balanced,0,Global,17,0,2,not-required,10,10
Arkaden bredband AS51132,AS51132,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Mostly Outbound,0,Europe,8,0,6,not-required,1,12
4ALL AS50316,AS50316,1,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,7,Mostly Inbound,0,Europe,8,0,7,not-required,20,200
Acronis EMEA AS35793,AS35793,1,0,0,0,0,1.0,,,,0,0,-,0,0,,selective,4,Mostly Inbound,0,Regional,4,0,18,not-required,10,20
LAJANET AS141957,AS141957,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Mostly Inbound,1,Asia Pacific,3,0,5,required,1,2
Gentlent AS52112,AS52112,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,1,Mostly Outbound,0,Global,4,0,18,not-required,1000,10
Emerald Onion AS396507,AS396507,1,0,0,1,1,1.0,,,,0,0,-,0,0,NSP,open,3,Balanced,0,Global,3,0,5,not-required,10,10
Prima Nala Mandiri AS150185,AS150185,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Asia Pacific,3,0,6,not-required,0,100
Nagaeki Transcontinental Telecom AS199683,AS199683,0,0,1,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,0,Mostly Inbound,0,Global,3,0,2,not-required,256,0
Flashnet Inovasi Teknologi AS151538,AS151538,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Heavy Inbound,0,Asia Pacific,1,1,3,required,1,3
QWTY-NET AS198969,AS198969,1,0,1,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Global,1,0,2,not-required,10,0
Cloudflare AS13335,AS13335,1,0,1,0,0,1.0,,1.0,,0,0,-,0,0,Content,open,210,Mostly Outbound,0,Global,308,0,18,not-required,2000,20000
SELFHOSTABLE AS197532,AS197532,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,0,,0,Europe,2,0,1,not-required,50,5
VMHaus AS136620,AS136620,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,0,Mostly Outbound,0,Global,0,0,3,not-required,200,200
"Orange Business Services Benelux, Gulf, ZA AS5583",AS5583,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,selective,5,,0,Regional,5,0,9,not-required,100,400
Kaupthing Gateway AS216212,AS216212,1,0,1,1,0,1.0,,,,0,0,-,0,0,Enterprise,selective,2,Balanced,0,Regional,0,0,2,not-required,10,10
BusinessConnect AS15693,AS15693,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,7,Balanced,0,Europe,2,0,4,not-required,3,8
Sapinet AS39421,AS39421,0,0,0,0,0,1.0,,,,0,0,-,0,0,Enterprise,open,2,Balanced,0,Europe,1,0,4,not-required,25,25
CloudCoCo Connect AS25577,AS25577,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,selective,29,Balanced,0,Europe,3,0,5,not-required,75,500
Dconnect Telecom AS268311,AS268311,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Regional,1,0,6,not-required,32,22
TSUKUDANI NETWORK AS150325,AS150325,1,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,1,Balanced,0,Asia Pacific,3,0,2,not-required,10,1
Bintang Semesta Telematika AS151586,AS151586,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,2,Balanced,0,,0,0,18,required,0,0
MBIX Services AS395611,AS395611,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,1,Balanced,0,North America,1,0,0,not-required,5,5
Cloudsky Superfast Broadband & Services AS134340,AS134340,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Balanced,0,Asia Pacific,2,0,4,required,1,4
Oosha Ltd AS44981,AS44981,1,0,1,0,0,1.0,,,,0,0,-,1,0,NSP,selective,4,Balanced,0,Europe,2,0,3,not-required,3,9
Telematica Internet Service Provider AS40980,AS40980,1,0,1,0,0,1.0,,,,0,0,-,0,0,,,1,,0,Regional,0,0,18,not-required,10,50
Liquid Telecom SA AS36937,AS36937,0,0,0,0,0,,,,,0,0,-,0,0,NSP,,0,Balanced,1,Regional,3,0,18,private-only,70,1400
Sistemos Information Technology AS132772,AS132772,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,,0,Regional,0,0,18,not-required,20,80
Hermann Lienstromberg AS208059,AS208059,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,5,,0,Europe,8,0,1,not-required,10,1
AMPATH AS20080,AS20080,0,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,2,Mostly Inbound,0,Global,2,0,6,not-required,800,1500
A B V SERVICES AS267334,AS267334,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Heavy Inbound,0,South America,2,0,6,not-required,32,22
ISIF Asia SDX Project AS9267,AS9267,1,0,1,1,0,1.0,,,,0,0,-,0,0,Educational/Research,selective,2,,0,Asia Pacific,1,0,18,not-required,50,20
LWLcom AS50629,AS50629,1,0,1,1,1,1.0,,1.0,,0,0,-,0,0,NSP,selective,28,Balanced,0,Europe,23,0,9,not-required,1000,1500
Stratagem Hosting AS212806,AS212806,1,0,1,0,0,1.0,,,,0,0,-,0,0,,open,2,Balanced,0,Europe,1,0,18,not-required,30,50
BizTelecom AS49410,AS49410,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,open,3,Balanced,0,Europe,1,0,7,not-required,50,100
Ayo Bayar Utang AS209025,AS209025,1,0,0,1,1,1.0,,,,0,0,-,0,0,,open,0,,0,Global,1,0,18,not-required,1000,0
Nichi Networks AS209297,AS209297,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,restrictive,0,Balanced,0,Asia Pacific,1,0,2,not-required,64,0
REVOLUTION PROVIDER AS41720,AS41720,0,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,5,Mostly Inbound,0,Europe,6,0,5,not-required,100,100
Viveiros & Araujo Serv de Prov da Int AS262274,AS262274,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Heavy Inbound,0,Regional,0,0,6,private-only,2,4
Nicholis du Toit AS211869,AS211869,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Global,4,0,18,not-required,40,0
Optima Italia S.p.A. AS44513,AS44513,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,Europe,2,0,6,not-required,1,6
Nutrien AS393891,AS393891,1,0,0,0,1,1.0,,,,0,0,-,0,0,Enterprise,open,11,Mostly Inbound,0,Regional,9,0,4,not-required,32,16
Bouygues Telecom ISP AS5410,AS5410,1,0,1,0,1,,0.2,40.0,,0,0,-,0,0,Cable/DSL/ISP,selective,4,Heavy Inbound,1,Europe,5,0,14,not-required,200,2000
Verizon - LATAM AS14551,AS14551,0,0,0,0,0,,1.5,,shortest-exit,0,0,-,1,0,NSP,selective,1,Balanced,1,South America,3,0,18,required,100,1000
ZAP TCHE PROVEDOR DE INTERNET AS52953,AS52953,0,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,,0,,0,0,18,private-only,10240,4096
Airgrid AS201198,AS201198,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,Europe,4,0,3,not-required,1,4
PT Hide Digital Security AS215409,AS215409,1,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,1,Heavy Outbound,0,Global,1,0,2,not-required,48,0
Bhutan Internet Exchange Services AS7615,AS7615,0,0,0,1,1,1.0,,,,0,0,-,0,0,Non-Profit,open,0,Balanced,0,Asia Pacific,1,0,18,not-required,1,1
Potat0 Network AS200078,AS200078,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,,6,0,0,not-required,30,0
AS-PHREESIA-1 AS398291,AS398291,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,0,Heavy Inbound,0,North America,0,0,3,not-required,25,21
PIT - Colombia - IP Services AS272806,AS272806,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,7,,0,South America,4,0,18,not-required,20000,20000
"Misaka Network, Inc. (BYOIP) AS47553",AS47553,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,0,,0,Global,0,0,18,not-required,1200,600
Saranaindo AS138876,AS138876,0,0,0,0,0,1.0,,1.0,,0,0,-,0,0,Enterprise,open,5,Mostly Outbound,0,Asia Pacific,4,0,3,not-required,100,100
Arthatama Adhiprima Persada AS131749,AS131749,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,Balanced,0,Asia Pacific,4,0,4,not-required,20,8
Infonusa Teknologi Telekomunikasi Nusantara AS152082,AS152082,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,Asia Pacific,4,0,4,required,50,100
CONECTTAFIBRA AS272542,AS272542,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,0,0,4,not-required,200,500
Rifqi Arief Pamungkas AS203868 AS203868,AS203868,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Heavy Inbound,0,Asia Pacific,2,0,1,not-required,10,0
Neptune Networks AS21700,AS21700,0,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,1,,0,North America,1,0,18,not-required,500,500
MarbleISL Network AS213092,AS213092,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,4,,0,,15,0,18,not-required,25,0
RIPE NCC RIS Project AS12654,AS12654,0,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,selective,0,Balanced,0,Global,24,0,0,not-required,20,50
Misaka.io AS917,AS917,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,36,,0,Global,21,0,18,not-required,600,300
Classicnet Broadband Network AS134307,AS134307,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Mostly Inbound,0,Asia Pacific,1,0,3,not-required,0,7
LILLY-IX AS139978,AS139978,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,2,Balanced,0,Asia Pacific,4,0,2,not-required,10,150
ST1 INTERNET AS269194,AS269194,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,6,Mostly Inbound,0,Regional,17,0,11,not-required,10000,5120
HOSTOWEB.COM AS205897,AS205897,1,0,0,0,1,1.0,,,,0,0,-,0,0,Network Services,open,4,Balanced,0,Africa,1,0,9,not-required,500,500
Axera AS28742 AS28742,AS28742,1,1,0,1,1,1.0,,,,0,0,-,1,0,Cable/DSL/ISP,restrictive,0,Heavy Inbound,0,Regional,0,0,3,not-required,10,10
PT. Langit Mandiri Sukses AS139390,AS139390,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,1,Asia Pacific,0,0,4,required,1,3
NSONE AS62597,AS62597,1,0,1,0,1,1.0,,,,0,0,-,0,0,,selective,22,,0,,17,0,18,not-required,10,10
SINDHU FIBER PVT LTD AS151128,AS151128,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Asia Pacific,1,0,3,not-required,4,4
Intellihome AS47116,AS47116,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,,0,,1,0,3,not-required,20,100
EdgeUno AS7195,AS7195,0,0,0,0,0,,,,,0,0,32,0,0,NSP,selective,41,Mostly Outbound,1,Global,24,0,14,private-only,8000,18000
S.BARROS DE SOUZA EIRELI AS268011,AS268011,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Heavy Inbound,0,Regional,0,0,6,not-required,200,100
RADISH NETWORKS AS399580,AS399580,1,0,1,1,1,1.0,,,,0,0,-,0,0,NSP,open,2,Mostly Inbound,0,Regional,4,0,18,not-required,50,50
Hyper Group Services Network AS215729,AS215729,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,selective,0,Balanced,0,Regional,2,0,3,not-required,1000,100
LIGEIRO FIBRA TELECOM LTDA AS268577,AS268577,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,South America,0,0,5,not-required,3,7
Sarana Intimedia Telematika AS150191,AS150191,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,1,Asia Pacific,1,0,4,required,48,24
Voxtelesys AS400011,AS400011,1,0,1,0,0,1.0,,,,0,0,-,0,0,Network Services,open,3,Balanced,0,North America,3,0,5,not-required,2,8
Isogram AS400555,AS400555,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,1,,0,Global,2,0,18,not-required,1000,1000
Utopia Networks AS133315,AS133315,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,7,Balanced,0,Asia Pacific,2,0,6,not-required,100,500
Logos Technologies AS41606,AS41606,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,Regional,2,0,2,not-required,0,26
Free PRO AS30781,AS30781,0,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,selective,46,Mostly Inbound,0,Europe,14,1,9,not-required,200,1000
365 Data Centers (BroadbandONE) AS19151,AS19151,1,0,0,0,1,1.0,,,,1,0,-,1,0,NSP,selective,40,Balanced,0,Global,21,0,10,not-required,500,10000
Fatickchari Communication Network-FCN AS142547,AS142547,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Heavy Outbound,0,Asia Pacific,1,0,7,not-required,0,2
Fokus Inovasi Faradisa Abadi AS141057,AS141057,1,0,0,0,1,,,,,0,0,-,0,0,Enterprise,open,10,Mostly Outbound,1,Asia Pacific,1,0,3,required,1,1
Ariel Antigua AS207036,AS207036,0,0,1,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,1,Mostly Inbound,0,Global,2,0,1,not-required,10,10
Perspektiv Bredband AB AS15782,AS15782,0,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Regional,2,0,18,not-required,1,20
Astha Networks AS146988,AS146988,1,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Balanced,0,Asia Pacific,0,0,3,not-required,1,2
KIXP - Nairobi Management Network AS37578,AS37578,0,0,0,0,0,1.0,,,,0,0,-,0,0,Network Services,open,0,Balanced,0,Africa,0,0,4,not-required,2,2
Rapid-Fire-y America AS11704,AS11704,0,0,0,1,1,1.0,,,,0,0,-,0,0,Enterprise,selective,1,Mostly Outbound,0,North America,0,0,3,not-required,1,1
Morizt ID AS149749,AS149749,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Asia Pacific,1,0,5,not-required,1,2
CINC NET AS32864,AS32864,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,1,,0,Global,1,0,18,not-required,1,1
Avensys Networks Ltd AS8553,AS8553,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,0,Mostly Outbound,0,Regional,1,0,18,not-required,5,300
Nossa Telecom AS61950,AS61950,1,0,0,0,1,,,,,0,0,-,0,0,NSP,selective,0,Balanced,1,Regional,1,0,4,private-only,3,60
Meta AS63293 AS63293,AS63293,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,selective,0,Heavy Outbound,0,Global,68,0,18,private-only,100,100
M247 AS9009,AS9009,0,0,1,0,0,1.0,,,,0,0,-,0,0,NSP,selective,56,Balanced,0,Global,51,0,13,private-only,500,5000
Xtreme Networks - AS18400 AS18400,AS18400,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,2,Balanced,0,Asia Pacific,3,0,5,not-required,50,200
xTom V.PS AS3204,AS3204,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,10,Balanced,0,Europe,6,0,6,not-required,1000,1000
Nusantara Teknologi Semesta AS140442,AS140442,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Outbound,0,Asia Pacific,4,0,4,not-required,1,3
Softway Informatica Ltda AS263907,AS263907,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,1,Balanced,0,South America,0,0,4,not-required,3,7
AMX INTERNET FIBRA ÓPTICA AS271229,AS271229,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,0,0,2,not-required,1,3
SRR AS49902,AS49902,0,0,0,0,0,,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Balanced,1,Regional,2,0,4,private-only,1,50
rackplace AS58329,AS58329,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,2,Mostly Outbound,0,Europe,1,0,18,not-required,10,30
SISTEM INTERKONEKSI DATA AS150923,AS150923,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Asia Pacific,1,0,3,not-required,0,0
Zayo (Abovenet Communications Inc.) AS6461,AS6461,0,0,0,0,0,,,,,0,0,-,0,0,NSP,restrictive,334,Balanced,1,Global,43,0,15,private-only,56000,230000
Hextet Systems AS395089,AS395089,0,0,1,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Balanced,0,Regional,1,0,3,not-required,30,20
Gtd Manquehue AS18822,AS18822,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,1,Balanced,0,South America,0,0,7,not-required,1,16
Hostserver GmbH AS29140,AS29140,1,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,1,Mostly Outbound,0,Europe,6,0,18,not-required,20,30
Media Link Nusantara AS147108,AS147108,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Asia Pacific,2,0,4,not-required,0,2
Canal+ Telecom AS21351,AS21351,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,10,Mostly Inbound,0,Global,10,0,18,not-required,100,300
Montgomery Internet Exchange AS394642,AS394642,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,1,Balanced,0,Regional,0,0,18,not-required,0,0
